MEETVERANTWOORDELIJKE	NETBEHEERDER	STRAATNAAM	POSTCODE_VAN	POSTCODE_TOT	PRODUCTSOORT	VERBRUIKSSEGMENT	Aantal Aansluitingen	%Leveringsrichting	%Fysieke status	%Soort aansluiting	Soort aansluiting Naam	SJV	%SJV laag tarief	%Slimme Meter	Gemiddeld aantal telwielen	WIJK
	GAS Liander	Zeilmakerstraat	1013	1013	GAS	KVB	49	100.0	95.92	94	G4	968	0.0	4.08		CENTRUM
Liander N.V.	Liander N.V. (NW)	Keerpunt	1013	1013	ELK	KVB	17	100.0	94.12	76	1x25	2467	0.0	5.88	1.0	CENTRUM
	GAS Liander	Keerpunt	1013	1013	GAS	KVB	15	100.0	100.0	93	G4	1674	0.0	6.67		CENTRUM
Liander N.V.	Liander N.V. (NW)	Touwslagerstraat	1013	1013	ELK	KVB	25	100.0	80.0	80	1x35	2343	0.0	0.0	1.0	CENTRUM
	GAS Liander	Touwslagerstraat	1013	1013	GAS	KVB	22	100.0	90.91	86	G4	1273	0.0	0.0		CENTRUM
Liander N.V.	Liander N.V. (NW)	Touwslagerstraat	1013	1013	ELK	KVB	27	100.0	88.89	89	1x35	2051	0.0	0.0	1.0	CENTRUM
	GAS Liander	Touwslagerstraat	1013	1013	GAS	KVB	23	100.0	95.65	100	G4	893	0.0	0.0		CENTRUM
Liander N.V.	Liander N.V. (NW)	Hollandse Tuin	1013	1013	ELK	KVB	20	100.0	80.0	45	1x35	3476	0.0	5.0	1.0	CENTRUM
Liander N.V.	GAS Liander	Hollandse Tuin	1013	1013	GAS	KVB	16	100.0	87.5	94	G4	1087	0.0	0.0		CENTRUM
	Liander N.V. (NW)	Jacob Oliepad	1013	1013	ELK	KVB	11	100.0	100.0	82	3x25	1792	9.09	0.0	1.2	CENTRUM
	GAS Liander	Jacob Oliepad	1013	1013	GAS	KVB	10	100.0	100.0	100	G4	967	0.0	0.0		CENTRUM
	Liander N.V. (NW)	Adrichemstraat	1013	1013	ELK	KVB	12	100.0	100.0	100	3x25	2799	8.33	0.0	1.1	CENTRUM
	GAS Liander	Adrichemstraat	1013	1013	GAS	KVB	10	100.0	100.0	100	G4	1459	0.0	0.0		CENTRUM
	Liander N.V. (NW)	Adrichemstraat	1013	1013	ELK	KVB	18	100.0	100.0	100	3x25	1756	5.56	0.0	1.1	CENTRUM
	GAS Liander	Adrichemstraat	1013	1013	GAS	KVB	18	100.0	100.0	100	G4	980	0.0	0.0		CENTRUM
	Liander N.V. (NW)	Houtrijkstraat	1013	1013	ELK	KVB	32	100.0	100.0	53	3x25	1363	3.13	3.13	1.0	CENTRUM
	GAS Liander	Houtrijkstraat	1013	1013	GAS	KVB	32	100.0	100.0	100	G4	1148	0.0	3.13		CENTRUM
Liander N.V.	Liander N.V. (NW)	Houtrijkstraat	1013	1013	ELK	KVB	40	100.0	75.0	58	1x25	1267	2.5	2.5	1.0	CENTRUM
Liander N.V.	GAS Liander	Houtrijkstraat	1013	1013	GAS	KVB	36	100.0	75.0	78	G4	710	0.0	2.78		CENTRUM
	Liander N.V. (NW)	Houtrijkstraat	1013	1013	ELK	KVB	31	100.0	100.0	97	1x25	1026	0.0	0.0	1.0	CENTRUM
	GAS Liander	Houtrijkstraat	1013	1013	GAS	KVB	28	100.0	100.0	100	G4	726	0.0	0.0		CENTRUM
	Liander N.V. (NW)	Houtrijkstraat	1013	1013	ELK	KVB	33	100.0	100.0	70	3x25	1643	6.06	3.03	1.0	CENTRUM
	GAS Liander	Houtrijkstraat	1013	1013	GAS	KVB	32	100.0	100.0	100	G4	1052	0.0	3.13		CENTRUM
	Liander N.V. (NW)	Houtrijkstraat	1013	1013	ELK	KVB	28	100.0	96.43	86	3x25	2143	3.57	0.0	1.0	CENTRUM
	GAS Liander	Houtrijkstraat	1013	1013	GAS	KVB	28	100.0	96.43	100	G4	1074	0.0	0.0		CENTRUM
Liander N.V.	Liander N.V. (NW)	Binnen Wieringerstraat	1013	1013	ELK	KVB	31	100.0	93.55	61	1x25	2534	6.45	0.0	1.1	CENTRUM
Liander N.V.	GAS Liander	Binnen Wieringerstraat	1013	1013	GAS	KVB	28	100.0	92.86	93	G4	1355	0.0	0.0		CENTRUM
	Liander N.V. (NW)	Binnen Wieringerstraat	1013	1013	ELK	KVB	15	100.0	93.33	47	1x25	2920	6.67	6.67	1.1	CENTRUM
	GAS Liander	Binnen Wieringerstraat	1013	1013	GAS	KVB	13	100.0	92.31	100	G4	1593	0.0	7.69		CENTRUM
Liander N.V.	Liander N.V. (NW)	Prinseneiland	1013	1013	ELK	KVB	97	100.0	96.91	32	1x25	3457	5.15	1.03	1.0	CENTRUM
Liander N.V.	GAS Liander	Prinseneiland	1013	1013	GAS	KVB	72	100.0	95.83	94	G4	1319	0.0	0.0		CENTRUM
Liander N.V.	Liander N.V. (NW)	Herenmarkt	1013	1013	ELK	KVB	27	100.0	70.37	41	3x25	4957	33.33	11.11	1.2	CENTRUM
	GAS Liander	Herenmarkt	1013	1013	GAS	KVB	23	100.0	82.61	74	G4	2654	0.0	8.7		CENTRUM
	Liander N.V. (NW)	Binnen Brouwersstraat	1013	1013	ELK	KVB	33	100.0	100.0	67	1x25	2273	15.15	9.09	1.1	CENTRUM
	GAS Liander	Binnen Brouwersstraat	1013	1013	GAS	KVB	31	100.0	100.0	94	G4	1652	0.0	9.68		CENTRUM
	Liander N.V. (NW)	Binnen Brouwersstraat	1013	1013	ELK	KVB	51	100.0	100.0	92	1x25	2506	0.0	0.0	1.0	CENTRUM
	GAS Liander	Binnen Brouwersstraat	1013	1013	GAS	KVB	43	100.0	100.0	98	G4	1236	0.0	0.0		CENTRUM
	Liander N.V. (NW)	Haarlemmerstraat	1013	1013	ELK	KVB	21	100.0	100.0	48	1x25	15070	9.52	0.0	1.1	CENTRUM
	GAS Liander	Haarlemmerstraat	1013	1013	GAS	KVB	20	100.0	95.0	90	G4	1907	0.0	0.0		CENTRUM
	Liander N.V. (NW)	Haarlemmerstraat	1013	1013	ELK	KVB	32	100.0	100.0	78	1x25	4575	9.38	3.13	1.1	CENTRUM
	GAS Liander	Haarlemmerstraat	1013	1013	GAS	KVB	29	100.0	96.55	90	G4	1409	0.0	0.0		CENTRUM
	Liander N.V. (NW)	Haarlemmerstraat	1013	1013	ELK	KVB	13	100.0	100.0	69	1x25	5392	15.38	0.0	1.3	CENTRUM
	GAS Liander	Haarlemmerstraat	1013	1013	GAS	KVB	12	100.0	91.67	83	G4	1742	0.0	0.0		CENTRUM
Liander N.V.	Liander N.V. (NW)	Haarlemmerstraat	1013	1013	ELK	KVB	39	100.0	92.31	59	1x25	9651	25.64	7.69	1.2	CENTRUM
	GAS Liander	Haarlemmerstraat	1013	1013	GAS	KVB	32	100.0	96.88	81	G4	2764	0.0	3.13		CENTRUM
Liander N.V.	Liander N.V. (NW)	Haarlemmerstraat	1013	1013	ELK	KVB	40	100.0	92.5	63	1x25	6511	17.5	2.5	1.2	CENTRUM
Liander N.V.	GAS Liander	Haarlemmerstraat	1013	1013	GAS	KVB	38	100.0	92.11	84	G4	1596	0.0	2.63		CENTRUM
	Liander N.V. (NW)	Haarlemmerstraat	1013	1013	ELK	KVB	14	100.0	100.0	64	1x25	6913	21.43	0.0	1.2	CENTRUM
	GAS Liander	Haarlemmerstraat	1013	1013	GAS	KVB	12	100.0	100.0	58	G4	1455	0.0	0.0		CENTRUM
	Liander N.V. (NW)	Haarlemmerstraat	1013	1013	ELK	KVB	10	100.0	80.0	80	1x25	7961	20.0	0.0	1.1	CENTRUM
	GAS Liander	Haarlemmerstraat	1013	1013	GAS	KVB	44	100.0	95.45	86	G4	1261	0.0	2.27		CENTRUM
Liander N.V.	Liander N.V. (NW)	Haarlemmerstraat	1013	1013	ELK	KVB	40	100.0	95.0	48	1x25	8756	22.5	2.5	1.2	CENTRUM
Liander N.V.	Liander N.V. (NW)	Haarlemmerstraat	1013	1013	ELK	KVB	46	100.0	91.3	41	1x25	9476	28.26	6.52	1.2	CENTRUM
	GAS Liander	Haarlemmerstraat	1013	1013	GAS	KVB	42	100.0	92.86	93	G4	1583	0.0	4.76		CENTRUM
Liander N.V.	Liander N.V. (NW)	Haarlemmerstraat	1013	1013	ELK	KVB	26	100.0	92.31	65	1x25	7333	11.54	0.0	1.2	CENTRUM
	GAS Liander	Haarlemmerstraat	1013	1013	GAS	KVB	22	100.0	100.0	91	G4	1370	0.0	0.0		CENTRUM
	Liander N.V. (NW)	Haarlemmerstraat	1013	1013	ELK	KVB	20	100.0	100.0	60	1x25	5488	40.0	30.0	1.2	CENTRUM
	GAS Liander	Haarlemmerstraat	1013	1013	GAS	KVB	19	100.0	89.47	89	G4	1823	0.0	26.32		CENTRUM
Liander N.V.	Liander N.V. (NW)	Haarlemmerstraat	1013	1013	ELK	KVB	25	100.0	96.0	56	3x25	10696	8.0	4.0	1.1	CENTRUM
	GAS Liander	Haarlemmerstraat	1013	1013	GAS	KVB	22	100.0	100.0	91	G4	1179	0.0	4.55		CENTRUM
Liander N.V.	Liander N.V. (NW)	Haarlemmerstraat	1013	1013	ELK	KVB	19	100.0	52.63	32	1x25	14484	31.58	0.0	1.3	CENTRUM
	GAS Liander	Haarlemmerstraat	1013	1013	GAS	KVB	15	100.0	73.33	47	G4	4058	0.0	0.0		CENTRUM
	Liander N.V. (NW)	Haarlemmerstraat	1013	1013	ELK	KVB	24	100.0	100.0	79	1x25	4371	16.67	4.17	1.1	CENTRUM
	GAS Liander	Haarlemmerstraat	1013	1013	GAS	KVB	20	100.0	95.0	100	G4	754	0.0	0.0		CENTRUM
	Liander N.V. (NW)	Singel	1013	1013	ELK	KVB	35	100.0	85.71	43	1x25	6987	14.29	2.86	1.1	CENTRUM
	GAS Liander	Singel	1013	1013	GAS	KVB	24	100.0	95.83	92	G4	1550	0.0	0.0		CENTRUM
	Liander N.V. (NW)	Buiten Vissersstraat	1013	1013	ELK	KVB	13	100.0	100.0	85	1x25	1985	0.0	0.0	1.0	CENTRUM
	GAS Liander	Buiten Vissersstraat	1013	1013	GAS	KVB	12	100.0	100.0	100	G4	966	0.0	0.0		CENTRUM
	Liander N.V. (NW)	Binnen Vissersstraat	1013	1013	ELK	KVB	15	100.0	100.0	87	1x25	2501	0.0	0.0	1.0	CENTRUM
	GAS Liander	Binnen Vissersstraat	1013	1013	GAS	KVB	14	100.0	100.0	100	G4	1994	0.0	0.0		CENTRUM
Liander N.V.	Liander N.V. (NW)	Binnen Vissersstraat	1013	1013	ELK	KVB	18	100.0	94.44	67	1x25	2424	0.0	0.0	1.0	CENTRUM
	GAS Liander	Binnen Vissersstraat	1013	1013	GAS	KVB	17	100.0	94.12	100	G4	1590	0.0	0.0		CENTRUM
	Liander N.V. (NW)	Droogbak	1013	1013	ELK	KVB	43	100.0	97.67	42	1x25	4191	9.3	4.65	1.1	CENTRUM
Liander N.V.	GAS Liander	Droogbak	1013	1013	GAS	KVB	33	100.0	96.97	94	G4	1754	0.0	0.0		CENTRUM
	Liander N.V. (NW)	Droogbak	1013	1013	ELK	KVB	31	100.0	100.0	58	1x25	2155	6.45	0.0	1.1	CENTRUM
	GAS Liander	Droogbak	1013	1013	GAS	KVB	24	100.0	100.0	96	G4	1484	0.0	0.0		CENTRUM
	Liander N.V. (NW)	Buiten Wieringerstraat	1013	1013	ELK	KVB	20	100.0	95.0	85	1x25	5241	10.0	5.0	1.1	CENTRUM
	GAS Liander	Buiten Wieringerstraat	1013	1013	GAS	KVB	19	100.0	94.74	89	G4	1174	0.0	5.26		CENTRUM
	Liander N.V. (NW)	Buiten Brouwersstraat	1013	1013	ELK	KVB	18	100.0	100.0	89	1x25	1626	0.0	0.0	1.0	CENTRUM
	GAS Liander	Buiten Brouwersstraat	1013	1013	GAS	KVB	16	100.0	100.0	100	G4	1322	0.0	0.0		CENTRUM
Liander N.V.	Liander N.V. (NW)	Buiten Brouwersstraat	1013	1013	ELK	KVB	27	100.0	81.48	70	1x25	3334	3.7	0.0	1.0	CENTRUM
	GAS Liander	Buiten Brouwersstraat	1013	1013	GAS	KVB	22	100.0	100.0	95	G4	1690	0.0	0.0		CENTRUM
Liander N.V.	Liander N.V. (NW)	Haarlemmer Houttuinen	1013	1013	ELK	KVB	63	100.0	93.65	56	1x25	3190	12.7	4.76	1.1	CENTRUM
	GAS Liander	Haarlemmer Houttuinen	1013	1013	GAS	KVB	52	100.0	100.0	90	G4	1625	0.0	5.77		CENTRUM
Liander N.V.	Liander N.V. (NW)	Haarlemmer Houttuinen	1013	1013	ELK	KVB	244	100.0	97.95	52	3x25	2822	19.26	11.89	1.1	CENTRUM
	GAS Liander	Haarlemmer Houttuinen	1013	1013	GAS	KVB	216	100.0	99.54	98	G4	1151	0.0	12.04		CENTRUM
Liander N.V.	Liander N.V. (NW)	Korte Prinsengracht	1013	1013	ELK	KVB	42	100.0	85.71	50	1x25	3243	7.14	7.14	1.0	CENTRUM
Liander N.V.	GAS Liander	Korte Prinsengracht	1013	1013	GAS	KVB	33	100.0	90.91	100	G4	1581	0.0	6.06		CENTRUM
	Liander N.V. (NW)	Korte Prinsengracht	1013	1013	ELK	KVB	22	100.0	100.0	50	1x25	2469	4.55	0.0	1.0	CENTRUM
	GAS Liander	Korte Prinsengracht	1013	1013	GAS	KVB	21	100.0	100.0	100	G4	1121	0.0	0.0		CENTRUM
	Liander N.V. (NW)	Korte Prinsengracht	1013	1013	ELK	KVB	18	100.0	100.0	50	3x25	8465	22.22	0.0	1.2	CENTRUM
Liander N.V.	GAS Liander	Korte Prinsengracht	1013	1013	GAS	KVB	17	100.0	94.12	65	G4	10385	0.0	0.0		CENTRUM
Liander N.V.	Liander N.V. (NW)	Korte Prinsengracht	1013	1013	ELK	KVB	64	100.0	82.81	44	3x25	3473	9.38	3.13	1.0	CENTRUM
Liander N.V.	GAS Liander	Korte Prinsengracht	1013	1013	GAS	KVB	40	100.0	90.0	85	G4	1210	0.0	5.0		CENTRUM
Liander N.V.	Liander N.V. (NW)	Korte Prinsengracht	1013	1013	ELK	KVB	31	100.0	74.19	35	1x25	3070	25.81	12.9	1.1	CENTRUM
Liander N.V.	GAS Liander	Korte Prinsengracht	1013	1013	GAS	KVB	22	100.0	86.36	77	G4	2012	0.0	13.64		CENTRUM
Liander N.V.	Liander N.V. (NW)	Korte Prinsengracht	1013	1013	ELK	KVB	51	100.0	90.2	49	1x25	2163	5.88	0.0	1.1	CENTRUM
Liander N.V.	GAS Liander	Korte Prinsengracht	1013	1013	GAS	KVB	41	100.0	95.12	90	G4	2010	0.0	0.0		CENTRUM
Liander N.V.	Liander N.V. (NW)	Brouwersgracht	1013	1013	ELK	KVB	41	100.0	95.12	46	1x25	3756	7.32	2.44	1.1	CENTRUM
	GAS Liander	Brouwersgracht	1013	1013	GAS	KVB	40	100.0	92.5	80	G4	2125	0.0	2.5		CENTRUM
	Liander N.V. (NW)	Brouwersgracht	1013	1013	ELK	KVB	28	100.0	100.0	75	3x25	3906	3.57	0.0	1.0	CENTRUM
	GAS Liander	Brouwersgracht	1013	1013	GAS	KVB	28	100.0	100.0	75	G4	1939	0.0	0.0		CENTRUM
Liander N.V.	Liander N.V. (NW)	Brouwersgracht	1013	1013	ELK	KVB	50	100.0	84.0	60	3x25	4931	14.0	0.0	1.1	CENTRUM
	GAS Liander	Brouwersgracht	1013	1013	GAS	KVB	39	100.0	94.87	77	G4	2566	0.0	0.0		CENTRUM
Liander N.V.	Liander N.V. (NW)	Brouwersgracht	1013	1013	ELK	KVB	45	100.0	97.78	40	1x25	2641	28.89	26.67	1.0	CENTRUM
	GAS Liander	Brouwersgracht	1013	1013	GAS	KVB	41	100.0	100.0	100	G4	1031	0.0	26.83		CENTRUM
Liander N.V.	Liander N.V. (NW)	Brouwersgracht	1013	1013	ELK	KVB	47	100.0	93.62	70	3x25	3934	19.15	2.13	1.2	CENTRUM
	GAS Liander	Brouwersgracht	1013	1013	GAS	KVB	40	100.0	100.0	95	G4	2128	0.0	2.5		CENTRUM
	Liander N.V. (NW)	Brouwersgracht	1013	1013	ELK	KVB	40	100.0	97.5	53	1x25	4253	12.5	0.0	1.1	CENTRUM
	GAS Liander	Brouwersgracht	1013	1013	GAS	KVB	35	100.0	97.14	89	G4	1643	0.0	0.0		CENTRUM
	Liander N.V. (NW)	Brouwersgracht	1013	1013	ELK	KVB	112	100.0	98.21	61	3x25	3638	9.82	0.89	1.1	CENTRUM
	GAS Liander	Brouwersgracht	1013	1013	GAS	KVB	96	100.0	98.96	95	G4	1428	0.0	1.04		CENTRUM
	Liander N.V. (NW)	Brouwersgracht AB	1013	1013	ELK	KVB	62	100.0	90.32	45	1x25	5117	16.13	6.45	1.1	CENTRUM
	GAS Liander	Brouwersgracht AB	1013	1013	GAS	KVB	50	100.0	96.0	92	G4	1864	0.0	6.0		CENTRUM
	Liander N.V. (NW)	Brouwersgracht	1013	1013	ELK	KVB	20	100.0	90.0	85	3x25	2410	0.0	0.0	1.0	CENTRUM
	GAS Liander	Brouwersgracht	1013	1013	GAS	KVB	17	100.0	88.24	100	G4	1561	0.0	0.0		CENTRUM
	Liander N.V. (NW)	Binnen Dommersstraat	1013	1013	ELK	KVB	15	100.0	100.0	73	1x25	3861	13.33	0.0	1.1	CENTRUM
	GAS Liander	Binnen Dommersstraat	1013	1013	GAS	KVB	15	100.0	100.0	87	G4	2217	0.0	0.0		CENTRUM
Liander N.V.	Liander N.V. (NW)	Binnen Dommersstraat	1013	1013	ELK	KVB	25	100.0	92.0	72	1x25	1777	24.0	32.0	1.0	CENTRUM
Liander N.V.	GAS Liander	Binnen Dommersstraat	1013	1013	GAS	KVB	23	100.0	91.3	100	G4	872	0.0	26.09		CENTRUM
Liander N.V.	Liander N.V. (NW)	Baanbrugsteeg	1013	1013	ELK	KVB	26	100.0	88.46	85	1x25	1514	7.69	3.85	1.0	CENTRUM
	GAS Liander	Baanbrugsteeg	1013	1013	GAS	KVB	23	100.0	91.3	100	G4	1018	0.0	4.35		CENTRUM
Liander N.V.	Liander N.V. (NW)	Kleine Houtstraat	1013	1013	ELK	KVB	72	100.0	87.5	56	1x25	5085	26.39	15.28	1.1	CENTRUM
	GAS Liander	Kleine Houtstraat	1013	1013	GAS	KVB	51	100.0	100.0	92	G4	1352	0.0	15.69		CENTRUM
	Liander N.V. (NW)	Haarlemmerplein	1013	1013	ELK	KVB	27	100.0	100.0	70	1x25	4231	81.48	77.78	1.2	CENTRUM
	GAS Liander	Haarlemmerplein	1013	1013	GAS	KVB	26	100.0	100.0	92	G4	1149	0.0	80.77		CENTRUM
	Liander N.V. (NW)	Haarlemmerplein	1013	1013	ELK	KVB	99	97.98	94.95	53	1x35	3913	58.59	57.58	1.1	CENTRUM
	GAS Liander	Haarlemmerplein	1013	1013	GAS	KVB	83	100.0	97.59	92	G4	1603	0.0	65.06		CENTRUM
	Liander N.V. (NW)	Korte Marnixstraat	1013	1013	ELK	KVB	56	100.0	94.64	89	1x25	2467	73.21	69.64	1.1	CENTRUM
	GAS Liander	Korte Marnixstraat	1013	1013	GAS	KVB	49	100.0	100.0	100	G4	989	0.0	75.51		CENTRUM
	Liander N.V. (NW)	Korte Marnixkade	1013	1013	ELK	KVB	37	100.0	100.0	89	1x25	1861	70.27	67.57	1.1	CENTRUM
	GAS Liander	Korte Marnixkade	1013	1013	GAS	KVB	35	100.0	100.0	97	G4	1169	0.0	71.43		CENTRUM
	Liander N.V. (NW)	Buiten Dommersstraat	1013	1013	ELK	KVB	36	100.0	94.44	44	1x25	1868	19.44	11.11	1.1	CENTRUM
	GAS Liander	Buiten Dommersstraat	1013	1013	GAS	KVB	29	100.0	96.55	93	G4	963	0.0	13.79		CENTRUM
	Liander N.V. (NW)	Buiten Oranjestraat	1013	1013	ELK	KVB	37	100.0	97.3	86	1x25	2289	0.0	0.0	1.0	CENTRUM
	GAS Liander	Buiten Oranjestraat	1013	1013	GAS	KVB	31	100.0	100.0	97	G4	1423	0.0	0.0		CENTRUM
Liander N.V.	Liander N.V. (NW)	Binnen Oranjestraat	1013	1013	ELK	KVB	30	100.0	83.33	67	1x25	5300	23.33	6.67	1.2	CENTRUM
	GAS Liander	Binnen Oranjestraat	1013	1013	GAS	KVB	23	100.0	95.65	91	G4	959	0.0	8.7		CENTRUM
Liander N.V.	Liander N.V. (NW)	Binnen Oranjestraat	1013	1013	ELK	KVB	23	100.0	95.65	65	1x25	3867	17.39	8.7	1.1	CENTRUM
Liander N.V.	GAS Liander	Binnen Oranjestraat	1013	1013	GAS	KVB	22	100.0	90.91	100	G4	1338	0.0	4.55		CENTRUM
	Liander N.V. (NW)	Tussen de Bogen	1013	1013	ELK	KVB	11	100.0	100.0	82	3x25	6506	9.09	0.0	1.1	CENTRUM
Liander N.V.	Liander N.V. (NW)	Haarlemmerdijk	1013	1013	ELK	KVB	21	100.0	90.48	33	3x25	7890	23.81	0.0	1.3	CENTRUM
	GAS Liander	Haarlemmerdijk	1013	1013	GAS	KVB	18	100.0	100.0	89	G4	1351	0.0	0.0		CENTRUM
Liander N.V.	Liander N.V. (NW)	Haarlemmerdijk	1013	1013	ELK	KVB	43	100.0	83.72	42	1x25	4245	11.63	2.33	1.2	CENTRUM
	GAS Liander	Haarlemmerdijk	1013	1013	GAS	KVB	34	100.0	97.06	88	G4	1780	0.0	2.94		CENTRUM
	Liander N.V. (NW)	Haarlemmerdijk	1013	1013	ELK	KVB	31	100.0	96.77	55	1x25	9446	19.35	0.0	1.2	CENTRUM
	GAS Liander	Haarlemmerdijk	1013	1013	GAS	KVB	29	100.0	96.55	93	G4	1797	0.0	0.0		CENTRUM
	Liander N.V. (NW)	Haarlemmerdijk	1013	1013	ELK	KVB	35	100.0	100.0	66	1x25	2829	5.71	0.0	1.1	CENTRUM
	GAS Liander	Haarlemmerdijk	1013	1013	GAS	KVB	31	100.0	100.0	100	G4	952	0.0	0.0		CENTRUM
	Liander N.V. (NW)	Haarlemmerdijk	1013	1013	ELK	KVB	32	100.0	100.0	63	1x25	5889	3.13	0.0	1.0	CENTRUM
	GAS Liander	Haarlemmerdijk	1013	1013	GAS	KVB	28	100.0	100.0	100	G4	911	0.0	0.0		CENTRUM
	Liander N.V. (NW)	Haarlemmerdijk	1013	1013	ELK	KVB	41	100.0	95.12	51	1x25	6560	19.51	0.0	1.2	CENTRUM
	GAS Liander	Haarlemmerdijk	1013	1013	GAS	KVB	36	100.0	100.0	83	G4	1493	0.0	0.0		CENTRUM
Liander N.V.	Liander N.V. (NW)	Haarlemmerdijk	1013	1013	ELK	KVB	45	100.0	95.56	49	1x25	10216	17.78	2.22	1.2	CENTRUM
Liander N.V.	GAS Liander	Haarlemmerdijk	1013	1013	GAS	KVB	39	100.0	94.87	90	G4	1443	0.0	2.56		CENTRUM
	Liander N.V. (NW)	Vinkenstraat	1013	1013	ELK	KVB	61	100.0	95.08	66	1x25	2438	1.64	3.28	1.0	CENTRUM
Liander N.V.	GAS Liander	Vinkenstraat	1013	1013	GAS	KVB	54	100.0	94.44	89	G4	1360	0.0	3.7		CENTRUM
Liander N.V.	Liander N.V. (NW)	Vinkenstraat	1013	1013	ELK	KVB	54	100.0	85.19	69	1x25	2427	3.7	0.0	1.0	CENTRUM
Liander N.V.	GAS Liander	Vinkenstraat	1013	1013	GAS	KVB	43	100.0	90.7	88	G4	890	0.0	0.0		CENTRUM
Liander N.V.	Liander N.V. (NW)	Vinkenstraat	1013	1013	ELK	KVB	31	100.0	96.77	77	1x25	2116	3.23	3.23	1.0	CENTRUM
	GAS Liander	Vinkenstraat	1013	1013	GAS	KVB	28	100.0	100.0	100	G4	981	0.0	3.57		CENTRUM
	Liander N.V. (NW)	Vinkenstraat	1013	1013	ELK	KVB	28	100.0	100.0	82	1x25	1729	3.57	0.0	1.0	CENTRUM
	GAS Liander	Vinkenstraat	1013	1013	GAS	KVB	24	100.0	100.0	100	G4	1019	0.0	0.0		CENTRUM
Liander N.V.	Liander N.V. (NW)	Vinkenstraat	1013	1013	ELK	KVB	48	100.0	66.67	44	3x25	2697	2.08	2.08	1.0	CENTRUM
Liander N.V.	GAS Liander	Vinkenstraat	1013	1013	GAS	KVB	41	100.0	65.85	71	G4	825	0.0	2.44		CENTRUM
Liander N.V.	Liander N.V. (NW)	Vinkenstraat	1013	1013	ELK	KVB	18	100.0	94.44	56	1x25	2465	16.67	22.22	1.0	CENTRUM
	GAS Liander	Vinkenstraat	1013	1013	GAS	KVB	16	100.0	93.75	88	G4	1459	0.0	25.0		CENTRUM
	Liander N.V. (NW)	Vinkenstraat	1013	1013	ELK	KVB	29	100.0	96.55	83	1x25	1843	6.9	3.45	1.0	CENTRUM
	GAS Liander	Vinkenstraat	1013	1013	GAS	KVB	24	100.0	100.0	96	G4	1302	0.0	4.17		CENTRUM
Liander N.V.	Liander N.V. (NW)	Vinkenstraat	1013	1013	ELK	KVB	59	100.0	84.75	73	1x25	2082	0.0	0.0	1.0	CENTRUM
Liander N.V.	GAS Liander	Vinkenstraat	1013	1013	GAS	KVB	51	100.0	84.31	84	G4	965	0.0	0.0		CENTRUM
	Liander N.V. (NW)	Vinkenstraat	1013	1013	ELK	KVB	27	100.0	100.0	89	1x25	2117	3.7	0.0	1.0	CENTRUM
	GAS Liander	Vinkenstraat	1013	1013	GAS	KVB	25	100.0	100.0	96	G4	1265	0.0	0.0		CENTRUM
Liander N.V.	Liander N.V. (NW)	Vinkenstraat	1013	1013	ELK	KVB	31	100.0	87.1	35	1x50	2563	6.45	0.0	1.1	CENTRUM
	GAS Liander	Vinkenstraat	1013	1013	GAS	KVB	26	100.0	92.31	96	G4	692	0.0	0.0		CENTRUM
	Liander N.V. (NW)	Haarlemmerdijk	1013	1013	ELK	KVB	16	100.0	100.0	63	1x25	13823	18.75	6.25	1.1	CENTRUM
	GAS Liander	Haarlemmerdijk	1013	1013	GAS	KVB	14	100.0	100.0	86	G4	1296	0.0	7.14		CENTRUM
	Liander N.V. (NW)	Haarlemmerdijk	1013	1013	ELK	KVB	24	100.0	91.67	63	1x25	5891	8.33	0.0	1.1	CENTRUM
	GAS Liander	Haarlemmerdijk	1013	1013	GAS	KVB	19	100.0	94.74	95	G4	1505	0.0	0.0		CENTRUM
Liander N.V.	Liander N.V. (NW)	Haarlemmerdijk	1013	1013	ELK	KVB	33	100.0	78.79	52	1x25	5499	18.18	0.0	1.2	CENTRUM
	GAS Liander	Haarlemmerdijk	1013	1013	GAS	KVB	29	100.0	79.31	79	G4	1634	0.0	0.0		CENTRUM
	Liander N.V. (NW)	Haarlemmerdijk	1013	1013	ELK	KVB	41	100.0	97.56	44	1x25	5136	19.51	4.88	1.2	CENTRUM
	GAS Liander	Haarlemmerdijk	1013	1013	GAS	KVB	37	100.0	94.59	95	G4	1323	0.0	5.41		CENTRUM
Liander N.V.	Liander N.V. (NW)	Haarlemmerdijk	1013	1013	ELK	KVB	26	100.0	92.31	69	1x25	6852	15.38	3.85	1.1	CENTRUM
	GAS Liander	Haarlemmerdijk	1013	1013	GAS	KVB	21	100.0	100.0	86	G4	1249	0.0	4.76		CENTRUM
	Liander N.V. (NW)	Haarlemmerdijk	1013	1013	ELK	KVB	15	100.0	100.0	60	1x25	7866	20.0	0.0	1.2	CENTRUM
	GAS Liander	Haarlemmerdijk	1013	1013	GAS	KVB	14	100.0	100.0	93	G4	1228	0.0	0.0		CENTRUM
	Liander N.V. (NW)	Haarlemmerdijk	1013	1013	ELK	KVB	18	100.0	94.44	39	3x25	6649	22.22	0.0	1.4	CENTRUM
	GAS Liander	Haarlemmerdijk	1013	1013	GAS	KVB	16	100.0	93.75	88	G4	2044	0.0	0.0		CENTRUM
Liander N.V.	Liander N.V. (NW)	Haarlemmerdijk	1013	1013	ELK	KVB	25	100.0	80.0	36	3x25	12572	32.0	20.0	1.2	CENTRUM
