MEETVERANTWOORDELIJKE	NETBEHEERDER	STRAATNAAM	POSTCODE_VAN	POSTCODE_TOT	PRODUCTSOORT	VERBRUIKSSEGMENT	Aantal Aansluitingen	%Leveringsrichting	%Fysieke status	%Soort aansluiting	Soort aansluiting Naam	SJV	%SJV laag tarief	%Slimme Meter	Gemiddeld aantal telwielen	WIJK
	Liander N.V. (NW)	Meidoornweg	1031	1031	ELK	KVB	21	100	100	57	1x25	3119	28,57	23,81	1,3	NOORD
	GAS Liander	Meidoornweg	1031	1031	GAS	KVB	17	100	100	94	G4	2385	0	23,53		NOORD
	GAS Liander	Begoniastraat	1031	1031	GAS	KVB	16	100	100	100	G4	765	0	6,25		NOORD
	Liander N.V. (NW)	Begoniastraat	1031	1031	ELK	KVB	16	100	100	100	1x25	1490	6,25	6,25	1	NOORD
	Liander N.V. (NW)	Begoniastraat	1031	1031	ELK	KVB	14	100	0	100	1x25	800	0	0		NOORD
	GAS Liander	Begoniastraat	1031	1031	GAS	KVB	14	100	0	100	G4	577	0	0		NOORD
	Liander N.V. (NW)	Begoniastraat	1031	1031	ELK	KVB	17	100	100	82	1x25	2076	11,76	0	1,1	NOORD
	GAS Liander	Begoniastraat	1031	1031	GAS	KVB	16	100	100	100	G4	886	0	0		NOORD
	GAS Liander	Oleanderstraat	1031	1031	GAS	KVB	23	100	100	96	G4	1096	0	0		NOORD
	Liander N.V. (NW)	Oleanderstraat	1031	1031	ELK	KVB	23	100	100	87	1x25	2193	8,7	0	1,1	NOORD
	GAS Liander	Oleanderstraat	1031	1031	GAS	KVB	30	100	93,33	100	G4	1014	0	3,33		NOORD
	Liander N.V. (NW)	Oleanderstraat	1031	1031	ELK	KVB	29	100	96,55	97	1x25	2445	3,45	3,45	1	NOORD
	GAS Liander	Oleanderstraat	1031	1031	GAS	KVB	23	100	95,65	96	G4	951	0	4,35		NOORD
	Liander N.V. (NW)	Oleanderstraat	1031	1031	ELK	KVB	24	100	91,67	92	1x25	2992	4,17	4,17	1	NOORD
	Liander N.V. (NW)	Anemoonstraat	1031	1031	ELK	KVB	21	100	100	95	1x25	1994	14,29	4,76	1,1	NOORD
	GAS Liander	Anemoonstraat	1031	1031	GAS	KVB	21	100	100	100	G4	718	0	4,76		NOORD
	Liander N.V. (NW)	Anemoonstraat	1031	1031	ELK	KVB	22	100	100	91	1x25	2105	13,64	9,09	1,1	NOORD
	GAS Liander	Anemoonstraat	1031	1031	GAS	KVB	22	100	100	100	G4	1267	0	9,09		NOORD
	Liander N.V. (NW)	Van der Pekplein	1031	1031	ELK	KVB	23	100	82,61	65	1x25	1691	26,09	17,39	1,1	NOORD
	GAS Liander	Van der Pekplein	1031	1031	GAS	KVB	20	100	95	100	G4	788	0	20		NOORD
	GAS Liander	Distelweg	1031	1031	GAS	KVB	21	100	100	100	G4	1082	0	0		NOORD
	Liander N.V. (NW)	Distelweg	1031	1031	ELK	KVB	23	100	95,65	91	1x25	2211	0	0	1	NOORD
	GAS Liander	Distelweg	1031	1031	GAS	KVB	23	100	100	100	G4	914	0	4,35		NOORD
	Liander N.V. (NW)	Distelweg	1031	1031	ELK	KVB	24	100	100	96	1x25	1626	4,17	4,17	1	NOORD
	Liander N.V. (NW)	Distelweg	1031	1031	ELK	KVB	23	100	100	100	1x25	1950	4,35	4,35	1	NOORD
	GAS Liander	Distelweg	1031	1031	GAS	KVB	23	100	100	100	G4	1031	0	4,35		NOORD
Liander N.V.	GAS Liander	Distelweg	1031	1031	GAS	KVB	22	100	90,91	68	G4	4805	0	0		NOORD
Liander N.V.	Liander N.V. (NW)	Distelweg	1031	1031	ELK	KVB	28	100	78,57	57	1x25	6875	14,29	7,14	1,1	NOORD
Liander N.V.	Liander N.V. (NW)	Distelweg	1031	1031	ELK	KVB	17	100	94,12	59	1x25	1758	11,76	5,88	1,1	NOORD
	GAS Liander	Distelweg	1031	1031	GAS	KVB	12	100	100	100	G4	1282	0	0		NOORD
Liander N.V.	Liander N.V. (NW)	Distelweg	1031	1031	ELK	KVB	18	100	50	33	3x80	13069	33,33	16,67	1,4	NOORD
	GAS Liander	Distelweg	1031	1031	GAS	KVB	65	100	73,85	42	G4	2996	0	7,69		NOORD
Liander N.V.	Liander N.V. (NW)	Klaverweg	1031	1031	ELK	KVB	87	100	86,21	77	3x25	11086	21,84	6,9	1,2	NOORD
Liander N.V.	Liander N.V. (NW)	Asterweg	1031	1031	ELK	KVB	33	100	81,82	70	3x25	12759	75,76	81,82		NOORD
Liander N.V.	GAS Liander	Asterweg	1031	1031	GAS	KVB	30	100	90	90	G4	1772	0	90		NOORD
Liander N.V.	Liander N.V. (NW)	Asterweg	1031	1031	ELK	KVB	41	100	87,8	73	3x25	15388	31,71	7,32	1,3	NOORD
	GAS Liander	Asterweg	1031	1031	GAS	KVB	39	100	100	51	G6	3496	0	7,69		NOORD
	GAS Liander	Asterweg	1031	1031	GAS	KVB	22	100	50	45	OBK	10312	0	4,55		NOORD
Liander N.V.	Liander N.V. (NW)	Asterweg	1031	1031	ELK	KVB	29	100	41,38	38	OBK	7495	31,03	10,34	1,4	NOORD
	Liander N.V. (NW)	Wilgenweg	1031	1031	ELK	KVB	46	100	97,83	93	3x25	5035	2,17	2,17	1	NOORD
	GAS Liander	Wilgenweg	1031	1031	GAS	KVB	45	100	100	96	G4	960	0	2,22		NOORD
Liander N.V.	GAS Liander	Grasweg	1031	1031	GAS	KVB	28	100	53,57	82	G4	1586	0	3,57		NOORD
Liander N.V.	Liander N.V. (NW)	Grasweg	1031	1031	ELK	KVB	59	100	33,9	42	3x25	8767	23,73	5,08	1,3	NOORD
Liander N.V.	Liander N.V. (NW)	Grasweg	1031	1031	ELK	KVB	33	100	78,79	67	3x25	12380	24,24	0	1,2	NOORD
	GAS Liander	Grasweg	1031	1031	GAS	KVB	26	100	96,15	77	G4	4493	0	0		NOORD
	GAS Liander	GRASWG AB	1031	1031	GAS	KVB	17	100	100	100	G4	1774	0	0		NOORD
	Liander N.V. (NW)	GRASWG AB	1031	1031	ELK	KVB	17	100	100	94	3x25	3378	0	0	1	NOORD
	GAS Liander	Laanweg	1031	1031	GAS	KVB	24	100	100	100	G4	746	0	95,83		NOORD
	Liander N.V. (NW)	Laanweg	1031	1031	ELK	KVB	25	100	100	92	1x25	1880	52	92	1	NOORD
	Liander N.V. (NW)	Laanweg	1031	1031	ELK	KVB	28	100	100	96	1x25	2223	57,14	57,14	1	NOORD
	GAS Liander	Laanweg	1031	1031	GAS	KVB	27	100	100	100	G4	864	0	55,56		NOORD
	GAS Liander	Laanweg	1031	1031	GAS	KVB	24	100	95,83	100	G4	789	0	58,33		NOORD
	Liander N.V. (NW)	Laanweg	1031	1031	ELK	KVB	24	100	91,67	96	1x25	2094	33,33	54,17	1	NOORD
	Liander N.V. (NW)	Laanweg	1031	1031	ELK	KVB	29	100	96,55	79	1x25	2508	62,07	58,62	1,2	NOORD
	GAS Liander	Laanweg	1031	1031	GAS	KVB	27	100	100	100	G4	1097	0	62,96		NOORD
	GAS Liander	Laanweg	1031	1031	GAS	KVB	28	100	100	100	G4	593	0	39,29		NOORD
	Liander N.V. (NW)	Laanweg	1031	1031	ELK	KVB	28	100	100	79	1x25	1535	25	39,29	1	NOORD
	Liander N.V. (NW)	Bundlaan	1031	1031	ELK	KVB	58	98,28	100	97	1x35	3791	0	0	1	NOORD
	GAS Liander	Spadinalaan	1031	1031	GAS	KVB	115	100	86,96	100	G4	151	0	0		NOORD
	Liander N.V. (NW)	Spadinalaan	1031	1031	ELK	KVB	207	100	99,52	53	3x25	3856	42,03	42,03	1	NOORD
	Liander N.V. (NW)	Overhoeksparklaan	1031	1031	ELK	KVB	147	100	100	55	1x35	3513	44,9	44,9	1	NOORD
	GAS Liander	Overhoeksparklaan	1031	1031	GAS	KVB	142	100	88,73	100	G4	181	0	36,62		NOORD
	GAS Liander	Hammerbystraat	1031	1031	GAS	KVB	22	100	86,36	100	G4	224	0	86,36		NOORD
	Liander N.V. (NW)	Hammerbystraat	1031	1031	ELK	KVB	23	100	100	96	3x25	3102	95,65	100		NOORD
	GAS Liander	Ceramiquelaan	1031	1031	GAS	KVB	22	100	95,45	100	G4	297	0	95,45		NOORD
	Liander N.V. (NW)	Ceramiquelaan	1031	1031	ELK	KVB	27	100	96,3	89	3x25	4316	96,3	92,59		NOORD
	Liander N.V. (NW)	Overhoeksplein	1031	1031	ELK	KVB	27	100	100	85	1x25	1655	11,11	0	1,1	NOORD
	GAS Liander	Jac.P. Thijsseplein	1031	1031	GAS	KVB	24	100	100	100	G4	882	0	0		NOORD
	Liander N.V. (NW)	Jac.P. Thijsseplein	1031	1031	ELK	KVB	15	100	100	100	1x25	1857	6,67	0	1,1	NOORD
	GAS Liander	Jac.P. Thijsseplein	1031	1031	GAS	KVB	15	100	100	100	G4	890	0	0		NOORD
	Liander N.V. (NW)	Jac.P. Thijsseplein	1031	1031	ELK	KVB	16	100	100	94	1x25	1576	12,5	6,25	1,1	NOORD
	GAS Liander	Jac.P. Thijsseplein	1031	1031	GAS	KVB	15	100	100	100	G4	1155	0	6,67		NOORD
	Liander N.V. (NW)	Jac.P. Thijsseplein	1031	1031	ELK	KVB	14	100	100	100	1x25	2026	0	0	1	NOORD
	GAS Liander	Jac.P. Thijsseplein	1031	1031	GAS	KVB	14	100	100	100	G4	1328	0	0		NOORD
	GAS Liander	Jac.P. Thijsseplein	1031	1031	GAS	KVB	10	100	100	100	G4	978	0	0		NOORD
	Liander N.V. (NW)	Jac.P. Thijsseplein	1031	1031	ELK	KVB	11	100	100	82	1x25	1635	9,09	0	1,1	NOORD
	GAS Liander	Muurbloemstraat	1031	1031	GAS	KVB	22	100	100	100	G4	1254	0	0		NOORD
	Liander N.V. (NW)	Muurbloemstraat	1031	1031	ELK	KVB	22	100	100	95	1x25	1918	4,55	0	1	NOORD
	GAS Liander	Silenestraat	1031	1031	GAS	KVB	19	100	100	100	G4	1341	0	0		NOORD
	Liander N.V. (NW)	Silenestraat	1031	1031	ELK	KVB	19	100	100	89	1x25	2477	5,26	0	1,1	NOORD
	Liander N.V. (NW)	Silenestraat	1031	1031	ELK	KVB	25	100	100	96	1x25	2446	4	0	1	NOORD
	GAS Liander	Silenestraat	1031	1031	GAS	KVB	25	100	100	100	G4	1141	0	0		NOORD
	GAS Liander	Heimansweg	1031	1031	GAS	KVB	14	100	100	86	G4	1958	0	7,14		NOORD
	Liander N.V. (NW)	Heimansweg	1031	1031	ELK	KVB	14	100	100	86	1x25	2999	7,14	7,14	1	NOORD
	GAS Liander	Heimansweg	1031	1031	GAS	KVB	11	100	100	91	G4	1387	0	9,09		NOORD
	Liander N.V. (NW)	Heimansweg	1031	1031	ELK	KVB	11	100	100	91	1x25	3066	9,09	9,09	1	NOORD
	GAS Liander	Heimansweg	1031	1031	GAS	KVB	15	100	93,33	100	G4	1160	0	6,67		NOORD
	Liander N.V. (NW)	Heimansweg	1031	1031	ELK	KVB	16	100	93,75	88	1x25	1602	18,75	6,25	1,1	NOORD
	Liander N.V. (NW)	Heimansweg	1031	1031	ELK	KVB	11	100	100	91	1x25	2202	9,09	9,09	1,1	NOORD
	GAS Liander	Heimansweg	1031	1031	GAS	KVB	10	100	100	100	G4	1434	0	10		NOORD
	GAS Liander	Heimansweg	1031	1031	GAS	KVB	17	100	100	94	G4	952	0	0		NOORD
	Liander N.V. (NW)	Heimansweg	1031	1031	ELK	KVB	17	100	100	100	1x25	1908	0	0	1	NOORD
	GAS Liander	Magnoliastraat	1031	1031	GAS	KVB	23	100	100	100	G4	1191	0	4,35		NOORD
	Liander N.V. (NW)	Magnoliastraat	1031	1031	ELK	KVB	25	100	100	92	1x25	3389	8	8	1	NOORD
	GAS Liander	Geraniumweg	1031	1031	GAS	KVB	12	100	91,67	83	G4	1157	0	0		NOORD
Liander N.V.	Liander N.V. (NW)	Geraniumweg	1031	1031	ELK	KVB	13	100	84,62	77	1x25	1723	0	0	1	NOORD
Liander N.V.	Liander N.V. (NW)	Lupinestraat	1031	1031	ELK	KVB	31	100	90,32	87	1x25	1631	3,23	0	1	NOORD
	GAS Liander	Lupinestraat	1031	1031	GAS	KVB	28	100	96,43	100	G4	1113	0	0		NOORD
	GAS Liander	Ganzebloemstraat	1031	1031	GAS	KVB	21	100	100	100	G4	844	0	0		NOORD
	Liander N.V. (NW)	Ganzebloemstraat	1031	1031	ELK	KVB	22	100	100	91	1x25	1996	0	0	1	NOORD
	GAS Liander	Lupineplein	1031	1031	GAS	KVB	16	100	100	100	G4	976	0	0		NOORD
	Liander N.V. (NW)	Lupineplein	1031	1031	ELK	KVB	16	100	93,75	100	1x25	1779	0	0	1	NOORD
	GAS Liander	Lupineplein	1031	1031	GAS	KVB	16	100	100	100	G4	956	0	0		NOORD
	Liander N.V. (NW)	Lupineplein	1031	1031	ELK	KVB	16	100	100	100	1x25	2333	0	0	1	NOORD
	GAS Liander	Lupineplein	1031	1031	GAS	KVB	18	100	94,44	100	G4	946	0	0		NOORD
	Liander N.V. (NW)	Lupineplein	1031	1031	ELK	KVB	19	100	89,47	89	1x25	1867	5,26	0	1,1	NOORD
	Liander N.V. (NW)	Lavendelstraat	1031	1031	ELK	KVB	11	100	100	100	1x25	2004	0	0	1	NOORD
	GAS Liander	Lavendelstraat	1031	1031	GAS	KVB	11	100	100	100	G4	982	0	0		NOORD
	Liander N.V. (NW)	Lavendelstraat	1031	1031	ELK	KVB	18	100	100	100	1x25	1569	0	0	1	NOORD
	GAS Liander	Lavendelstraat	1031	1031	GAS	KVB	18	100	100	100	G4	1003	0	0		NOORD
	Liander N.V. (NW)	Dovenetelstraat	1031	1031	ELK	KVB	18	100	100	94	1x25	1993	5,56	0	1,1	NOORD
	GAS Liander	Dovenetelstraat	1031	1031	GAS	KVB	18	100	100	100	G4	896	0	0		NOORD
Liander N.V.	Liander N.V. (NW)	Dovenetelstraat	1031	1031	ELK	KVB	19	100	89,47	79	1x25	1858	0	0	1	NOORD
	GAS Liander	Dovenetelstraat	1031	1031	GAS	KVB	18	100	94,44	100	G4	960	0	0		NOORD
	Liander N.V. (NW)	Dovenetelstraat	1031	1031	ELK	KVB	31	100	100	97	1x25	1874	3,23	0	1	NOORD
	GAS Liander	Dovenetelstraat	1031	1031	GAS	KVB	30	100	100	100	G4	879	0	0		NOORD
	GAS Liander	Dovenetelstraat	1031	1031	GAS	KVB	12	100	100	92	G4	796	0	0		NOORD
	Liander N.V. (NW)	Dovenetelstraat	1031	1031	ELK	KVB	12	100	100	100	1x25	1685	0	0	1	NOORD
	GAS Liander	Distelachterstraat	1031	1031	GAS	KVB	17	100	88,24	88	G4	1878	0	0		NOORD
Liander N.V.	Liander N.V. (NW)	Distelachterstraat	1031	1031	ELK	KVB	23	100	65,22	57	3x25	1907	0	0	1	NOORD
Liander N.V.	Liander N.V. (NW)	Distelvoorstraat	1031	1031	ELK	KVB	20	100	70	55	1x25	2521	0	0	1	NOORD
	GAS Liander	Distelvoorstraat	1031	1031	GAS	KVB	15	100	100	100	G4	1455	0	0		NOORD
	GAS Liander	Distelvoorstraat	1031	1031	GAS	KVB	14	100	100	100	G4	1318	0	0		NOORD
Liander N.V.	Liander N.V. (NW)	Distelvoorstraat	1031	1031	ELK	KVB	18	100	77,78	56	1x25	1886	5,56	0	1,1	NOORD
	Liander N.V. (NW)	Korte Distelstraat	1031	1031	ELK	KVB	24	100	100	46	1x25	1789	8,33	4,17	1	NOORD
	GAS Liander	Korte Distelstraat	1031	1031	GAS	KVB	24	100	100	100	G4	1173	0	4,17		NOORD
	Liander N.V. (NW)	Lange Distelstraat	1031	1031	ELK	KVB	19	100	94,74	74	1x35	1600	5,26	10,53	1	NOORD
	GAS Liander	Lange Distelstraat	1031	1031	GAS	KVB	19	100	94,74	100	G4	1100	0	10,53		NOORD
Liander N.V.	Liander N.V. (NW)	Distelplein	1031	1031	ELK	KVB	19	100	57,89	42	1x25	7799	5,26	0	1,1	NOORD
	GAS Liander	Distelplein	1031	1031	GAS	KVB	11	100	100	91	G4	2114	0	0		NOORD
Liander N.V.	Liander N.V. (NW)	Distelkruisstraat	1031	1031	ELK	KVB	13	100	76,92	38	1x35	3286	15,38	0	1,1	NOORD
	GAS Liander	Distelkruisstraat	1031	1031	GAS	KVB	11	100	90,91	91	G4	1968	0	0		NOORD
	Liander N.V. (NW)	Kromme Distelstraat	1031	1031	ELK	KVB	10	100	90	80	1x35	1055	10	10	1	NOORD
	GAS Liander	Kromme Distelstraat	1031	1031	GAS	KVB	20	100	90	100	G4	970	0	0		NOORD
Liander N.V.	Liander N.V. (NW)	Kromme Distelstraat	1031	1031	ELK	KVB	12	100	75	83	1x25	1715	0	0	1	NOORD
	GAS Liander	Tweede Disteldwarsstraat	1031	1031	GAS	KVB	31	100	93,55	94	G4	1762	0	6,45		NOORD
	Liander N.V. (NW)	Tweede Disteldwarsstraat	1031	1031	ELK	KVB	35	100	91,43	51	1x25	1958	5,71	5,71	1	NOORD
	Liander N.V. (NW)	Ranonkelkade	1031	1031	ELK	KVB	26	100	92,31	85	1x25	2140	0	0	1	NOORD
	GAS Liander	Ranonkelkade	1031	1031	GAS	KVB	24	100	95,83	96	G4	1033	0	0		NOORD
	Liander N.V. (NW)	Ranonkelkade	1031	1031	ELK	KVB	28	100	96,43	82	1x25	2171	7,14	3,57	1	NOORD
	GAS Liander	Ranonkelkade	1031	1031	GAS	KVB	25	100	100	88	G4	1100	0	4		NOORD
	GAS Liander	Ranonkelkade	1031	1031	GAS	KVB	34	100	100	97	G4	1318	0	0		NOORD
	Liander N.V. (NW)	Ranonkelkade	1031	1031	ELK	KVB	36	97,22	97,22	64	1x25	2118	2,78	0	1,1	NOORD
	Liander N.V. (NW)	Ranonkelkade	1031	1031	ELK	KVB	29	100	100	76	1x25	2020	10,34	0	1,1	NOORD
	GAS Liander	Ranonkelkade	1031	1031	GAS	KVB	28	100	100	100	G4	1260	0	0		NOORD
	GAS Liander	Ranonkelkade	1031	1031	GAS	KVB	21	100	100	100	G4	996	0	0		NOORD
Liander N.V.	Liander N.V. (NW)	Ranonkelkade	1031	1031	ELK	KVB	24	100	87,5	71	1x25	1861	4,17	4,17	1,1	NOORD
Liander N.V.	Liander N.V. (NW)	Ranonkelkade	1031	1031	ELK	KVB	22	100	90,91	68	1x25	2496	4,55	0	1,1	NOORD
	GAS Liander	Ranonkelkade	1031	1031	GAS	KVB	20	100	100	100	G4	1487	0	0		NOORD
	GAS Liander	Ranonkelkade	1031	1032	GAS	KVB	23	100	100	100	G4	1373	0	0		NOORD
	Liander N.V. (NW)	Ranonkelkade	1031	1032	ELK	KVB	24	100	95,83	50	1x25	2315	0	0	1	NOORD
	Liander N.V. (NW)	Wingerdweg	1032	1032	ELK	KVB	24	100	100	63	1x35	2287	12,5	4,17	1,1	NOORD
	GAS Liander	Wingerdweg	1032	1032	GAS	KVB	22	100	100	100	G4	1205	0	0		NOORD
Liander N.V.	GAS Liander	Wingerdweg	1032	1032	GAS	KVB	19	100	73,68	74	G4	1058	0	31,58		NOORD
Liander N.V.	Liander N.V. (NW)	Wingerdweg	1032	1032	ELK	KVB	19	100	78,95	68	1x35	1568	31,58	31,58	1	NOORD
Liander N.V.	Liander N.V. (NW)	Wingerdweg	1032	1032	ELK	KVB	20	100	80	70	1x35	1934	30	35	1	NOORD
Liander N.V.	GAS Liander	Wingerdweg	1032	1032	GAS	KVB	19	100	78,95	89	G4	1017	0	36,84		NOORD
	Liander N.V. (NW)	Wingerdweg	1032	1032	ELK	KVB	13	100	100	85	1x35	1961	15,38	15,38	1	NOORD
	GAS Liander	Wingerdweg	1032	1032	GAS	KVB	12	100	100	100	G4	955	0	16,67		NOORD
	GAS Liander	Wingerdweg	1032	1032	GAS	KVB	16	100	100	100	G4	1076	0	0		NOORD
	Liander N.V. (NW)	Wingerdweg	1032	1032	ELK	KVB	17	100	100	59	1x35	2995	0	0	1	NOORD
	GAS Liander	Wingerdweg	1032	1032	GAS	KVB	14	100	100	100	G4	1480	0	0		NOORD
	Liander N.V. (NW)	Wingerdweg	1032	1032	ELK	KVB	15	100	100	60	1x35	2236	6,67	0	1,1	NOORD
	Liander N.V. (NW)	Wingerdweg	1032	1032	ELK	KVB	16	100	100	50	1x35	1910	6,25	6,25	1	NOORD
	GAS Liander	Wingerdweg	1032	1032	GAS	KVB	16	100	100	100	G4	999	0	6,25		NOORD
	Liander N.V. (NW)	Wingerdweg	1032	1032	ELK	KVB	18	100	100	94	1x35	1809	11,11	0	1,1	NOORD
	GAS Liander	Wingerdweg	1032	1032	GAS	KVB	18	100	100	100	G4	911	0	0		NOORD
	Liander N.V. (NW)	Wingerdweg	1032	1032	ELK	KVB	17	100	100	65	1x35	2173	11,76	0	1,1	NOORD
	GAS Liander	Wingerdweg	1032	1032	GAS	KVB	16	100	100	100	G4	1112	0	0		NOORD
	GAS Liander	Wingerdweg	1032	1032	GAS	KVB	18	100	100	100	G4	1059	0	16,67		NOORD
	Liander N.V. (NW)	Wingerdweg	1032	1032	ELK	KVB	18	100	100	67	1x35	2373	27,78	16,67	1,1	NOORD
	Liander N.V. (NW)	Wingerdweg	1032	1032	ELK	KVB	20	100	90	55	1x25	6978	15	0	1,2	NOORD
	GAS Liander	Wingerdweg	1032	1032	GAS	KVB	19	100	89,47	84	G4	3583	0	0		NOORD
	GAS Liander	Aurikelstraat	1032	1032	GAS	KVB	16	100	100	100	G4	1117	0	0		NOORD
	Liander N.V. (NW)	Aurikelstraat	1032	1032	ELK	KVB	16	100	100	75	1x25	2077	6,25	0	1,1	NOORD
	GAS Liander	Aurikelstraat	1032	1032	GAS	KVB	16	100	100	100	G4	1156	0	12,5		NOORD
	Liander N.V. (NW)	Aurikelstraat	1032	1032	ELK	KVB	16	100	100	88	1x35	1951	6,25	12,5	1	NOORD
	GAS Liander	Aurikelstraat	1032	1032	GAS	KVB	13	100	100	100	G4	1112	0	0		NOORD
	Liander N.V. (NW)	Aurikelstraat	1032	1032	ELK	KVB	13	100	100	92	1x35	2195	7,69	0	1,1	NOORD
	GAS Liander	Aurikelstraat	1032	1032	GAS	KVB	18	100	100	100	G4	1206	0	5,56		NOORD
	Liander N.V. (NW)	Aurikelstraat	1032	1032	ELK	KVB	19	100	100	58	1x35	2147	0	5,26	1	NOORD
	GAS Liander	Aurikelstraat	1032	1032	GAS	KVB	20	100	100	100	G4	1262	0	0		NOORD
	Liander N.V. (NW)	Aurikelstraat	1032	1032	ELK	KVB	20	100	100	90	1x25	2141	5	0	1,1	NOORD
	Liander N.V. (NW)	Aurikelstraat	1032	1032	ELK	KVB	17	100	100	71	1x35	2716	11,76	0	1,1	NOORD
	GAS Liander	Aurikelstraat	1032	1032	GAS	KVB	17	100	100	100	G4	1446	0	0		NOORD
	GAS Liander	Aurikelstraat	1032	1032	GAS	KVB	17	100	100	100	G4	1376	0	5,88		NOORD
	Liander N.V. (NW)	Aurikelstraat	1032	1032	ELK	KVB	18	100	100	50	1x35	2132	22,22	5,56	1,2	NOORD
	GAS Liander	Heliotroopstraat	1032	1032	GAS	KVB	12	100	100	100	G4	1328	0	8,33		NOORD
	Liander N.V. (NW)	Heliotroopstraat	1032	1032	ELK	KVB	12	100	100	75	1x25	2085	8,33	8,33	1	NOORD
	Liander N.V. (NW)	Heliotroopstraat	1032	1032	ELK	KVB	12	100	100	83	1x25	2303	8,33	0	1,1	NOORD
	GAS Liander	Heliotroopstraat	1032	1032	GAS	KVB	12	100	100	92	G4	1079	0	0		NOORD
	Liander N.V. (NW)	Heliotroopstraat	1032	1032	ELK	KVB	13	100	100	77	1x25	2007	0	0	1	NOORD
	GAS Liander	Heliotroopstraat	1032	1032	GAS	KVB	13	100	100	100	G4	1340	0	0		NOORD
	Liander N.V. (NW)	Heliotroopstraat	1032	1032	ELK	KVB	11	100	100	55	1x25	2236	0	0	1	NOORD
	GAS Liander	Heliotroopstraat	1032	1032	GAS	KVB	11	100	100	100	G4	1098	0	0		NOORD
	GAS Liander	Fresiastraat	1032	1032	GAS	KVB	12	100	100	100	G4	1225	0	0		NOORD
	Liander N.V. (NW)	Fresiastraat	1032	1032	ELK	KVB	12	100	100	50	1x35	2034	16,67	0	1,3	NOORD
	Liander N.V. (NW)	Fresiastraat	1032	1032	ELK	KVB	12	100	100	58	1x35	1817	0	0	1	NOORD
	GAS Liander	Fresiastraat	1032	1032	GAS	KVB	12	100	100	100	G4	910	0	0		NOORD
Liander N.V.	GAS Liander	Nigellestraat	1032	1032	GAS	KVB	32	100	96,88	97	G4	1443	0	0		NOORD
	Liander N.V. (NW)	Nigellestraat	1032	1032	ELK	KVB	19	100	100	89	1x25	2602	10,53	0	1,1	NOORD
	Liander N.V. (NW)	Nigellestraat	1032	1032	ELK	KVB	14	100	100	86	1x25	2078	7,14	0	1,1	NOORD
	GAS Liander	Nigellestraat	1032	1032	GAS	KVB	13	100	100	100	G4	1467	0	0		NOORD
	Liander N.V. (NW)	Nigellestraat	1032	1032	ELK	KVB	14	100	100	93	1x25	2904	14,29	0	1,1	NOORD
	GAS Liander	Nigellestraat	1032	1032	GAS	KVB	11	100	100	100	G4	1790	0	0		NOORD
	Liander N.V. (NW)	Nigellestraat	1032	1032	ELK	KVB	12	100	100	100	1x25	2131	8,33	0	1,1	NOORD
	Liander N.V. (NW)	Nigellestraat	1032	1032	ELK	KVB	15	100	100	93	1x25	1923	6,67	0	1,1	NOORD
	GAS Liander	Nigellestraat	1032	1032	GAS	KVB	15	100	100	100	G4	970	0	0		NOORD
	GAS Liander	Nigellestraat	1032	1032	GAS	KVB	15	100	100	100	G4	1330	0	0		NOORD
	Liander N.V. (NW)	Nigellestraat	1032	1032	ELK	KVB	16	100	100	88	1x25	1892	6,25	0	1,1	NOORD
	Liander N.V. (NW)	Nigellestraat	1032	1032	ELK	KVB	12	100	100	83	1x25	3062	16,67	0	1,2	NOORD
	GAS Liander	Nigellestraat	1032	1032	GAS	KVB	12	100	100	100	G4	1580	0	0		NOORD
	Liander N.V. (NW)	Nigellestraat	1032	1032	ELK	KVB	11	100	100	91	1x25	3302	18,18	0	1,2	NOORD
	GAS Liander	Nigellestraat	1032	1032	GAS	KVB	11	100	100	100	G4	1602	0	0		NOORD
	Liander N.V. (NW)	Azaleastraat	1032	1032	ELK	KVB	11	100	100	36	1x25	5015	36,36	27,27	1,1	NOORD
	GAS Liander	Azaleastraat	1032	1032	GAS	KVB	10	100	100	100	G4	1313	0	30		NOORD
	GAS Liander	Azaleastraat	1032	1032	GAS	KVB	20	100	80	100	G4	1303	0	5		NOORD
Liander N.V.	Liander N.V. (NW)	Azaleastraat	1032	1032	ELK	KVB	27	100	81,48	37	1x25	2314	3,7	3,7	1	NOORD
	GAS Liander	Azaleastraat	1032	1032	GAS	KVB	18	100	100	100	G4	967	0	0		NOORD
	Liander N.V. (NW)	Azaleastraat	1032	1032	ELK	KVB	19	100	100	95	1x25	1761	5,26	0	1,1	NOORD
	GAS Liander	Azaleastraat	1032	1032	GAS	KVB	16	100	100	100	G4	1218	0	6,25		NOORD
	Liander N.V. (NW)	Azaleastraat	1032	1032	ELK	KVB	17	100	100	82	1x25	3821	11,76	5,88	1,1	NOORD
Liander N.V.	Liander N.V. (NW)	Hazelaarstraat	1032	1032	ELK	KVB	16	100	75	38	1x35	2141	12,5	12,5	1	NOORD
Liander N.V.	GAS Liander	Hazelaarstraat	1032	1032	GAS	KVB	16	100	75	75	G4	1063	0	12,5		NOORD
Liander N.V.	Liander N.V. (NW)	Hazelaarstraat	1032	1032	ELK	KVB	15	100	73,33	53	1x35	1644	40	40	1	NOORD
Liander N.V.	GAS Liander	Hazelaarstraat	1032	1032	GAS	KVB	15	100	73,33	73	G4	1038	0	40		NOORD
